mcNumber,legalName,dbaName,entityType,operationType,phone,email,physicalAddress,mailingAddress,city,state,zip,url
MC-731612,DA TRANSPORT LLC,,CARRIER,Property,(309) 369-3910,WELTER33@FRONTIER.COM,"1000 PINE MEADOWS CT, NORMAL, IL 61761","1000 PINE MEADOWS CT, NORMAL, IL 61761",NORMAL,IL,61761,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=731612
MC-731639,7098979 CANADA INC,AXUM EXPEDITE,CARRIER,Property,(647) 866-6454,AXUMEXPEDITE@GMAIL.COM,"125 BAMBURGH CIR # 1409, TORONTO, ON M1W 3G4","125 BAMBURGH CIR # 1409, TORONTO, ON M1W 3G4",,,,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=731639
MC-731657,DOUGLASS TOWING & REPAIR LLC,,CARRIER,Property,(352) 494-5330,QUINNDOUGLASS1@GMAIL.COM,"8097 SW CR 796, LAKE BUTLER, FL 32054","8097 SW CR 796, LAKE BUTLER, FL 32054",LAKE BUTLER,FL,32054,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=731657
MC-731683,PRITAM SINGH,TRAVELER,CARRIER,Property,(510) 224-0421,TRAVELERTRUCK@GMAIL.COM,"35750 BETTENCOURT ST APT 65, NEWARK, CA 94560","PO BOX 433, UNION CITY, CA 94587",NEWARK,CA,94560,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=731683
MC-731687,FABIAN ARANDA,ARANDA TRUCKING SERVICES,CARRIER,Property,(630) 770-9066,ARANDAFABIAN495@GMAIL.COM,"2S701 WINCHESTER CIR E UNIT 1, WARRENVILLE, IL 60555","2S701 WINCHESTER CIR E UNIT 1, WARRENVILLE, IL 60555",WARRENVILLE,IL,60555,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=731687
MC-731699,A PLUS EXPRESS LLC,,CARRIER,Property,(832) 631-0992,APLUSEXPRESSLLC@GMAIL.COM,"2410 GREEN KNOLL DR, HOUSTON, TX 77067","2410 GREEN KNOLL DR, HOUSTON, TX 77067",HOUSTON,TX,77067,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=731699
MC-731701,RONNIE AUSTIN,A & A TRUCKING,CARRIER,Property,(580) 579-0830,GRANMA2097@GMAIL.COM,"631 LEGATES RD, IDABEL, OK 74745","631 LEGATES RD, IDABEL, OK 74745",IDABEL,OK,74745,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=731701
MC-731708,MAS CARRIER LLC,,CARRIER,Property,(864) 444-0304,MIK_JUA@YAHOO.COM,"4917 WHITE HORSE RD, GREENVILLE, SC 29611","PO BOX 4976, GREENVILLE, SC 29608",GREENVILLE,SC,29611,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=731708
MC-731732,JESUS TRUCKING LLC,,CARRIER,Property,(973) 277-2496,JCURIOSO74@GMAIL.COM,"3000 RACHEL TERRACE # 15, PINE BROOK, NJ 07058","3000 RACHEL TERRACE # 15, PINE BROOK, NJ 07058",PINE BROOK,NJ,07058,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=731732
MC-731755,EXPERT MOVERS LLC,,CARRIER,Property,(203) 702-3333,EXPERTMOVERSLLC@YAHOO.COM,"60 SHELTER ROCK ROAD ST13, DANBURY, CT 06810","60 SHELTER ROCK ROAD ST13, DANBURY, CT 06810",DANBURY,CT,06810,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=731755
MC-731758,RED CLASSIC TRANSIT LLC,,CARRIER/BROKER,Property,(704) 887-8806,,"1800 CONTINENTAL BLVD SUITE 103, CHARLOTTE, NC 28273","1800 CONTINENTAL BLVD STE 103, CHARLOTTE, NC 28273",CHARLOTTE,NC,28273,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=731758
MC-731769,MACKEY TRUCKING LLC,,CARRIER,Property,(479) 790-7693,JOETTAMACKEY@COX.NET,"479 S RAINBOW RD, CAVE SPRINGS, AR 72718","PO BOX 315, CAVE SPRINGS, AR 72718",CAVE SPRINGS,AR,72718,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=731769
MC-731771,SIA TRANSPORT LLC,SIA INTERMODAL,CARRIER,Property,(800) 805-9159,IRMA@SIATRANSPORT.COM,"1230 WOODSWETHER RD, KANSAS CITY, MO 64105","1230 WOODSWETHER RD, KANSAS CITY, MO 64105",KANSAS CITY,MO,64105,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=731771
MC-731777,SEVEN BROTHERS EXPRESS CORP,,CARRIER,Property,(917) 578-6944,SEVENBROTHERSCORP@GMAIL.COM,"11103 CLARKVIEW CT, CHARLOTTE, NC 28269","11103 CLARKVIEW CT, CHARLOTTE, NC 28269",CHARLOTTE,NC,28269,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=731777
MC-731783,DIMAR TRANSPORT INC,,CARRIER,Property,(630) 855-3607,DIMARTRANSPORT@YAHOO.COM,"33 W BRIARWOOD DR, STREAMWOOD, IL 60107","33 W BRIARWOOD DR, STREAMWOOD, IL 60107",STREAMWOOD,IL,60107,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=731783
MC-731784,RODERICK WILLIAMS,R & W TRANSPORT,CARRIER,Property,(229) 349-7748,LEGALTRUCKING@GMAIL.COM,"307 SARATOGA LANE, ALBANY, GA 31705","307 SARATOGA LANE, ALBANY, GA 31705",ALBANY,GA,31705,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=731784
MC-731787,LAGUE & GOYETTE LTEE,S G SPORT MARINE,CARRIER,Property,(450) 777-1101,SIMON@SPORTMARINE.CA,"124 RUE AUTHIER, ST-ALPHONSE DE GRANBY, PQ J0E 2A0","124 RUE AUTHIER, ST-ALPHONSE DE GRANBY, PQ J0E 2A0",,,,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=731787
MC-731789,FORD'S TOWING LLC,,CARRIER,Property,(740) 754-1100,JULZR42@YAHOO.COM,"318 CHESNUT STREET, DRESDEN, OH 43821-0008","PO BOX 8, DRESDEN, OH 43821-0008",DRESDEN,OH,43821-0008,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=731789
MC-731790,ED ILLY TRUCKING LLC,,CARRIER,Property,(314) 581-3455,EILLY@WINDSTREAM.NET,"25250 HWY H, EOLIA, MO 63344","25250 HWY H, EOLIA, MO 63344",EOLIA,MO,63344,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=731790
MC-731821,BOOTH TRUCKING LLC,,CARRIER,Property,(712) 210-1018,BOOTHTRUCKING@LIVE.COM,"514 ELMWOOD DR, CARROLL, IA 51401","514 ELMWOOD DR, CARROLL, IA 51401",CARROLL,IA,51401,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=731821
MC-731831,GETTIN' FRESH EXPRESS INC,,CARRIER,Property,(313) 921-7710,,"8800 CONANT, HAMTRAMCK, MI 48211","8800 CONANT, HAMTRAMCK, MI 48211",HAMTRAMCK,MI,48211,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=731831
MC-731838,DMITRIY ZAKHARCHUK,DZ TRUCKING,CARRIER,Property,(916) 320-0898,,"8508 ALEKSANDER CT, SACRAMENTO, CA 95828","8508 ALEKSANDER CT, SACRAMENTO, CA 95828",SACRAMENTO,CA,95828,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=731838
MC-731839,SVOBODA EXPRESS INC,SVB EXPRESS,CARRIER,Property,(847) 847-2020,SAFETY@SVBEXPRESS.COM,"23 S CENTER ST, BENSENVILLE, IL 60106-2129","23 S CENTER ST, BENSENVILLE, IL 60106-2129",BENSENVILLE,IL,60106-2129,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=731839
MC-731844,HUNTERS EXPRESS INC,,CARRIER,Property,(586) 693-5320,HUNTERSINC2@GMAIL.COM,"3102 GLOUCESTER DR, STERLING HEIGHTS, MI 48310","3102 GLOUCHESTER DR, STERLING HEIGHTS, MI 48310",STERLING HEIGHTS,MI,48310,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=731844
MC-731853,DELTA TRANS LLC,,CARRIER,Property,(417) 849-0918,DELTRAN22@GMAIL.COM,"919 7TH ST, INTERNATIONAL FALLS, MN 56649","919 7TH ST, INTERNATIONAL FALLS, MN 56649",INTERNATIONAL FALLS,MN,56649,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=731853
MC-751609,PANELLY TRANSPORT LLC,,CARRIER/SHIPPER,Property,(971) 718-1306,PABLODURAN2K12@GMAIL.COM,"3268 REED AVE, WOODBURN, OR 97071","3268 REED AVE, WOODBURN, OR 97071",WOODBURN,OR,97071.0,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=751609
MC-751615,TERRY & CINDY MOEHLE,MOEHLE FARMS,CARRIER,Property,(361) 552-7149,MOEHLEFARMS@YAHOO.COM,"293 MULBERRY, PORT LAVACA, TX 77979","PO BOX 1737, PORT LAVACA, TX 77979",PORT LAVACA,TX,77979.0,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=751615
MC-751628,HAMR LLC,,CARRIER,Property,(402) 720-4886,AARONRUWE@YAHOO.COM,"15784 COUNTY RD 5, HOOPER, NE 68031","15784 COUNTY RD 5, HOOPER, NE 68031",HOOPER,NE,68031.0,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=751628
MC-751647,ENNABE LOGISTICS INC,,CARRIER,Property,(630) 433-8070,ENNABELOGISTICS@HOTMAIL.COM,"5 NADELHOFFER CT, WOODRIDGE, IL 60517","5 NADELHOFFER CT, WOODRIDGE, IL 60517",WOODRIDGE,IL,60517.0,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=751647
MC-751648,DISTRIBUIDORA REYES INC,,CARRIER,Property,(515) 770-5182,DISTRIBUIDORAINC@AOL.COM,"1205 JOSHUA DR SE, BOUNDURANT, IA 50035","1205 JOSHUA DR SE, BOUNDURANT, IA 50035",BOUNDURANT,IA,50035.0,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=751648
MC-751651,SAMEDAY TRANSPORT LLC,,CARRIER,Property,(501) 326-1630,SAMEDAYTRANSPORT@YAHOO.COM,"2710 YORK LANE, CONWAY, AR 72034","2710 YORK LANE, CONWAY, AR 72034",CONWAY,AR,72034.0,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=751651
MC-751664,ALFA TRANSPORT INC,,CARRIER,Property,(916) 717-5261,ALFAONTIME@GMAIL.COM,"6235 32ND ST, NORTH HIGHLANDS, CA 95660","5822 20TH STREET, RIO LINDA, CA 95673",NORTH HIGHLANDS,CA,95660.0,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=751664
MC-751673,BROTHERS PRODUCE INC,,CARRIER,Property,(713) 924-4196,CHENDERSON@BROTHERSPRODUCE.COM,"3173 PRODUCE ROW, HOUSTON, TX 77023","PO BOX 1207, FRIENDSWOOD, TX 77549",HOUSTON,TX,77023.0,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=751673
MC-751684,GILLSON TRUCKING INC,,CARRIER,Property,(925) 400-9094,SAFETY@TEAMGILLSON.COM,"1801 EAST DR MLK BLVD, STOCKTON, CA 95205","1801 EAST DR MLK BLVD, STOCKTON, CA 95205",STOCKTON,CA,95205.0,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=751684
MC-751696,ALBERTIS ADAMS,A-ADAMS TRANSPORT LLC,CARRIER,Property,(803) 509-1542,ADAMSPNWD@FTC-I.NET,"1208 MAHONEY RD, PINEWOOD, SC 29125","1208 MAHONEY ROAD, PINEWOOD, SC 29125",PINEWOOD,SC,29125.0,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=751696
MC-751701,ALVARO ALANIZ JR,MIDNIGHT EXPRESS,CARRIER,Property,(956) 310-2287,ALANIZ_ALVARO@YAHOO.COM,"3410 LAGO SUPERIOR, EDINBURG, TX 78542","3410 LAGO SUPERIOR, EDINBURG, TX 78542",EDINBURG,TX,78542.0,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=751701
MC-751707,SATI TRUCKING LLC,,CARRIER,Property,(619) 745-9779,SATI_ADUANAS@YAHOO.COM.MX,"985 W 9TH ST, POMONA, CA 91766","2498 ROLL DR 625, SAN DIEGO, CA 92154",POMONA,CA,91766.0,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=751707
MC-751709,RAJAEE M TAHAT,,CARRIER,Property,(317) 610-1340,TAHAT4US@YAHOO.COM,"3755 CHALLENGER DRIVE, WESTFIELD, IN 46062","3755 CHALLENGER DRIVE, WESTFIELD, IN 46062",WESTFIELD,IN,46062.0,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=751709
MC-751713,DULAY & SONS TRUCKING INC,,CARRIER,Property,(209) 380-2780,DULAY1012@GMAIL.COM,"1013 ALLACANTE DR, CERES, CA 95307","PO BOX 694, CERES, CA 95307",CERES,CA,95307.0,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=751713
MC-751738,K BROWN TRUCKING LLC,,CARRIER,Property,(252) 529-4239,KEVINJB81@GMAIL.COM,"4051 NC HWY 35, CONWAY, NC 27820","4051 NC HWY 35, CONWAY, NC 27820",CONWAY,NC,27820.0,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=751738
MC-751739,RTD LOGISTICS LLC,SKYCOM COURIER,CARRIER,Property,(617) 782-1130,SCBAKER@RTDLOGISTICS.COM,"100 TRADECENTER SUITE 780, WOBURN, MA 01801","100 TRADECENTER SUITE 780, WOBURN, MA 01801",WOBURN,MA,1801.0,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=751739
MC-751767,AMBASSADOR CAR CARRIERS INC,,CARRIER,Property,(708) 403-2277,ACC100@SBCGLOBAL.NET,"16242 S 107TH AVE, ORLAND PARK, IL 60467","16242 S 107TH AVE, ORLAND PARK, IL 60467",ORLAND PARK,IL,60467.0,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=751767
MC-751784,JESUS ZAMUDIO,Z TRUCKING,CARRIER,Property,(559) 645-2197,,"921 AMADOR ST, CHOWCHILLA, CA 93610","921 AMADOR ST, CHOWCHILLA, CA 93610",CHOWCHILLA,CA,93610.0,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=751784
MC-859796,VERSACOLD LOGISTICS SERVICES GP LIMITED,,CARRIER/SHIPPER/BROKER,Property,(403) 513-3801,COMPLIANCE@VERSACOLD.COM,"5600 76 AVENUE SE, CALGARY, AB T2C 4N4","5600 76 AVENUE SE, CALGARY, AB T2C 4N4",,,,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=751791
MC-751793,DUANE BISCHOFF,HOOSIER FOREIGN AUTO SERVICE,CARRIER,Property,(812) 576-2181,,"7892 SCHUMAN ROAD, BROOKVILLE, IN 47012","7892 SCHUMAN ROAD, BROOKVILLE, IN 47012",BROOKVILLE,IN,47012.0,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=751793
MC-751794,ONE BLESS TRUCKING LLC,,CARRIER,Property,(561) 628-4281,CASUESTHOMPSON@GMAIL.COM,"3588 HWY 138TH SE STE 318, STOCKBRIDGE, GA 30281","3588 HWY 138TH SE STE 318, STOCKBRIDGE, GA 30281",STOCKBRIDGE,GA,30281.0,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=751794
MC-751797,BAJO TRUCKING LLC,,CARRIER,Property,(559) 681-6370,BAJOTRUCKING.BARAJAS@GMAIL.COM,"4314 E NORWICH AVE, FRESNO, CA 93726","4314 E NORWICH AVE, FRESNO, CA 93726",FRESNO,CA,93726.0,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=751797
MC-751809,GUARDIAN EXPRESS LLC,,CARRIER,Property,(608) 386-7348,GUARDIANEXP@GMAIL.COM,"801 LANCASTER STREET, LA CROSSE, WI 54603","801 LANCASTER STREET, LA CROSSE, WI 54603",LA CROSSE,WI,54603.0,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=751809
MC-751811,JAL CONTRACTORS INC,,CARRIER,Property,(432) 213-2638,JALCON@LIVE.COM,"2122 N HWY 87, BIG SPRING, TX 79720","PO BOX 3857, BIG SPRING, TX 79721",BIG SPRING,TX,79720.0,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=751811
MC-751819,WESTERN SELECT FREIGHT INC,,CARRIER,Property,(402) 335-8117,WESTERNSELECTFREIGHT@GMAIL.COM,"1110 S 62ND RD, NEBRASKA CITY, NE 68410","1110 S 62ND RD, NEBRASKA CITY, NE 68410",NEBRASKA CITY,NE,68410.0,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=751819
MC-751821,LEONID NOUDELMAN,L & I EXPRESS,CARRIER,Property,(905) 773-6308,LANDIEXPRESS@YAHOO.COM,"157 OLD COLONY RD, RICHMOND HILL, ON L4E 5C5","157 OLD COLONY RD, RICHMOND HILL, ON L4E 5C5",,,,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=751821
MC-751823,AFAN EXPRESS INC,,CARRIER,Property,(561) 319-3912,AFANEXPRESSINC@GMAIL.COM,"16118 75TH PLACE, LOXAHATCHEE, FL 33470","16118 75TH PLACE, LOXAHATCHEE, FL 33470",LOXAHATCHEE,FL,33470.0,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=751823
MC-751827,GRT TRANSPORTATION LLC,,CARRIER,Property,(956) 701-3600,CARLOS@GRT-T.COM,"12120 SARA RD, LAREDO, TX 78045","12120 SARA RD, LAREDO, TX 78045",LAREDO,TX,78045.0,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=751827
,GRUPO ARCON DE VISION ILIMITADA SA DE CV,,CARRIER,Property,(897) 105-0281,,"MIGUEL HIDALGO 260, MIGUEL ALEMAN, TA 88300","101 N MCCOLL STE 10, MCALLEN, TX 78501",MIGUEL ALEMAN,TA,88300.0,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=751852
MC-744369,A & A LOGISTIC LLC,,CARRIER,Property,(908) 965-0700,JAKE.AANDALOGISTICS@GMAIL.COM,"640 NORTH AVE, PLAINFIELD, NJ 07060","640 NORTH AVE, PLAINFIELD, NJ 07060",PLAINFIELD,NJ,7060.0,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=744369
MC-744380,KW CARTAGE INC,,CARRIER,Property,(219) 314-7611,KWCARTAGE@YAHOO.COM,"725 CHICAGO STREET, HAMMOND, IN 46327","725 CHICAGO STREET, HAMMOND, IN 46327",HAMMOND,IN,46327.0,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=744380
MC-744389,R & W TRUCKING LLC,,CARRIER,Property,(330) 201-0725,RWTRUCKING92@GMAIL.COM,"5138 N FIRESTONE RD, WOOSTER, OH 44691","5138 N FIRESTONE RD, WOOSTER, OH 44691",WOOSTER,OH,44691.0,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=744389
MC-744391,SKRAP HAULING LLC,,CARRIER,Property,(828) 962-7046,PARKSWILLIE54@YAHOO.COM,"280 JAYCEE PARK LOOP, TAYLORSVILLE, NC 28681","280 JAYCEE PARK LOOP, TAYLORSVILLE, NC 28681",TAYLORSVILLE,NC,28681.0,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=744391
MC-744397,DVD TRANS CORP,,CARRIER,Property,(708) 296-0088,DVDTRANSCORP@GMAIL.COM,"2 VILLA VERDE DR #101, BUFFALO GROVE, IL 60089","PO BOX 4957, BUFFALO GROVE, IL 60089",BUFFALO GROVE,IL,60089.0,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=744397
MC-744415,LUCKY CHARMS TRANSPORTATION LLC,,CARRIER,Property,(915) 613-2994,ACCOUNTING@GOLUCKYCHARMS.COM,"13200 PELLICANO DR, EL PASO, TX 79928","13200 PELLICANO DR, EL PASO, TX 79928",EL PASO,TX,79928.0,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=744415
MC-744422,CHECKERED FLAG TRUCKING LLC,,CARRIER,Property,(405) 831-6812,BARBARAMOSS001@YAHOO.COM,"12940 SW 31ST ST, YUKON, OK 73099","12940 SW 31ST ST, YUKON, OK 73099",YUKON,OK,73099.0,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=744422
MC-744426,TARANTINO TRANSPORTATION INC,,CARRIER,Property,(919) 561-8811,TARANTINO.DISPOSAL@GMAIL.COM,"724 OLD ZEBULTON RD, WENDELL, NC 27591","724 OLD ZEBULTON RD, WENDELL, NC 27591",WENDELL,NC,27591.0,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=744426
MC-744455,ROGER G GORDNER,,CARRIER,Property,(570) 458-5973,ROGERGORDNER@ICLOUD.COM,"309 WINTERSTEEN SCHOOL RD, MILLVILLE, PA 17846","309 WINTERSTEEN SCHOOL RD, MILLVILLE, PA 17846",MILLVILLE,PA,17846.0,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=744455
MC-744462,MILLHOUSE EXPRESS LLC,,CARRIER/BROKER,Property,(828) 319-4005,COMPLIANCE@MILLHOUSE.COM,"145 CANE CREEK INDUSTRIAL PAR, FLETCHER, NC 28732","145 CANE CREEK INDUSTRIAL PAR, FLETCHER, NC 28732",FLETCHER,NC,28732.0,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=744462
MC-744466,JOEL CHAVEZ & SONS INC,J C TRUCKING,CARRIER,Property,(970) 379-6473,JBACHAVEZ@MSN.COM,"1546 BALSAM CT, RIFLE, CO 81650","1546 BALSAM CT, RIFLE, CO 81650",RIFLE,CO,81650.0,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=744466
MC-744490,JUANA MARTINEZ,VAZQUEZ TRANSPORT,CARRIER,Property,(469) 487-3913,VAZQUEZTRANSPORT1@YAHOO.COM,"8919 SEDGEMOOR AVE, DALLAS TX, TX 75232","8919 SEDGEMOOR AVE, DALLAS TX, TX 75232",DALLAS TX,TX,75232.0,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=744490
MC-744499,J & N TRANSPORT LLC,,CARRIER,Property,(402) 466-8294,JNTRANSPORT1@HOTMAIL.COM,"4333 NORTH 61ST ST, LINCOLN, NE 68507","4333 NORTH 61ST ST, LINCOLN, NE 68507",LINCOLN,NE,68507.0,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=744499
MC-744519,DBT XPRESS LLC,,CARRIER,Property,(201) 696-0745,DAYVER85@YAHOO.COM,"7306 TONELLE AVENUE APT 1, NORTH BERGEN, NJ 07047","7306 TONELLE AVENUE APT 1, NORTH BERGEN, NJ 07047",NORTH BERGEN,NJ,7047.0,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=744519
MC-744523,FACILITY INSTALLATION SERVICES LLC,,CARRIER,Property,(615) 874-1151,,"408 B HARDING INDUSTRIAL DR, NASHVILLE, TN 37211","PO BOX 292733, NASHVILLE, TN 37229",NASHVILLE,TN,37211.0,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=744523
MC-744529,SHANE LYTTLE TRUCKING LLC,,CARRIER,Property,(724) 699-8142,LYTTLETRUCKING@ICLOUD.COM,"8374 LAMOR ROAD, MERCER, PA 16137","8374 LAMOR ROAD, MERCER, PA 16137",MERCER,PA,16137.0,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=744529
